--- TRADE SIMULATION RESULTS (M1 VERIFIED) ---
Period: 2024-01-01 to Present
Initial Equity: $1000.00
Threshold: 95.0%
Risk per trade: 1.0%
-------------------------------------------------------------------------------------
Entry Time                Exit Time                 Type     Status       Equity         
2024-08-08 12:00:00       2024-08-08 12:41:00       BUY      SL           $105470852.17  
2024-08-08 15:00:00       2024-08-08 15:01:00       SELL     TP           $107580269.21  
2024-08-08 15:15:00       2024-08-08 15:41:00       SELL     TP           $109731874.60  
2024-08-08 16:00:00       2024-08-08 16:18:00       BUY      SL           $108634555.85  
2024-08-08 17:00:00       2024-08-08 17:01:00       SELL     TP           $110807246.97  
2024-08-08 17:15:00       2024-08-08 17:16:00       SELL     TP           $113023391.91  
2024-08-08 17:30:00       2024-08-08 21:13:00       SELL     SL           $111893157.99  
2024-08-09 10:15:00       2024-08-09 10:16:00       SELL     TP           $114131021.15  
2024-08-09 11:00:00       2024-08-09 13:32:00       SELL     SL           $112989710.94  
2024-08-09 15:30:00       2024-08-09 16:00:00       SELL     SL           $111859813.83  
2024-08-09 16:15:00       2024-08-09 16:16:00       SELL     TP           $114097010.10  
2024-08-09 16:30:00       2024-08-09 16:31:00       BUY      TP           $116378950.31  
2024-08-09 17:00:00       2024-08-09 17:01:00       SELL     TP           $118706529.31  
2024-08-09 17:15:00       2024-08-09 17:30:00       SELL     SL           $117519464.02  
2024-08-09 20:00:00       2024-08-12 04:47:00       SELL     TP           $119869853.30  
2024-08-13 15:30:00       2024-08-13 15:51:00       SELL     TP           $122267250.37  
2024-08-13 18:00:00       2024-08-13 18:37:00       SELL     TP           $124712595.37  
2024-08-14 16:00:00       2024-08-14 16:20:00       SELL     TP           $127206847.28  
2024-08-14 16:30:00       2024-08-14 16:31:00       SELL     TP           $129750984.23  
2024-08-14 16:45:00       2024-08-14 17:35:00       SELL     TP           $132346003.91  
2024-08-14 17:45:00       2024-08-14 18:34:00       SELL     TP           $134992923.99  
2024-08-15 05:00:00       2024-08-15 05:02:00       SELL     TP           $137692782.47  
2024-08-15 05:30:00       2024-08-15 05:31:00       SELL     TP           $140446638.12  
2024-08-15 09:00:00       2024-08-15 09:01:00       SELL     TP           $143255570.88  
2024-08-15 09:15:00       2024-08-15 09:35:00       SELL     TP           $146120682.30  
2024-08-15 14:45:00       2024-08-15 14:50:00       SELL     TP           $149043095.94  
2024-08-15 15:00:00       2024-08-15 15:16:00       SELL     SL           $147552664.98  
2024-08-15 15:30:00       2024-08-16 04:29:00       SELL     TIMEOUT_SL   $146077138.33  
2024-08-16 05:30:00       2024-08-16 05:31:00       SELL     TP           $148998681.10  
2024-08-16 10:30:00       2024-08-16 13:14:00       BUY      TP           $151978654.72  
2024-08-16 13:45:00       2024-08-16 14:06:00       BUY      TP           $155018227.82  
2024-08-16 14:30:00       2024-08-16 15:00:00       BUY      TP           $158118592.37  
2024-08-19 13:45:00       2024-08-19 13:46:00       BUY      TP           $161280964.22  
2024-08-19 14:15:00       2024-08-19 14:48:00       BUY      TP           $164506583.51  
2024-08-19 16:30:00       2024-08-19 17:08:00       BUY      TP           $167796715.18  
2024-08-19 17:30:00       2024-08-19 18:26:00       SELL     SL           $166118748.02  
2024-08-20 09:00:00       2024-08-20 09:03:00       BUY      TP           $169441122.99  
2024-08-20 10:00:00       2024-08-20 10:44:00       BUY      TP           $172829945.44  
2024-08-20 19:15:00       2024-08-20 19:16:00       BUY      TP           $176286544.35  
2024-08-20 19:30:00       2024-08-20 20:29:00       BUY      TP           $179812275.24  
2024-08-21 05:45:00       2024-08-21 05:46:00       SELL     TP           $183408520.75  
2024-08-21 09:15:00       2024-08-21 09:16:00       SELL     TP           $187076691.16  
2024-08-21 10:00:00       2024-08-21 10:01:00       SELL     TP           $190818224.98  
2024-08-21 10:15:00       2024-08-21 12:05:00       SELL     TP           $194634589.48  
2024-08-21 12:15:00       2024-08-21 12:48:00       SELL     TP           $198527281.27  
2024-08-21 16:00:00       2024-08-21 16:43:00       SELL     TP           $202497826.90  
2024-08-21 17:00:00       2024-08-21 17:01:00       SELL     TP           $206547783.44  
2024-08-22 08:45:00       2024-08-22 08:46:00       SELL     TP           $210678739.11  
2024-08-22 09:00:00       2024-08-22 09:01:00       SELL     TP           $214892313.89  
2024-08-22 09:15:00       2024-08-22 09:16:00       SELL     TP           $219190160.17  
2024-08-22 10:00:00       2024-08-22 10:20:00       SELL     TP           $223573963.37  
2024-08-22 13:00:00       2024-08-22 14:34:00       SELL     TP           $228045442.64  
2024-08-22 15:30:00       2024-08-22 15:31:00       SELL     TP           $232606351.49  
2024-08-22 15:45:00       2024-08-22 16:21:00       SELL     TP           $237258478.52  
2024-08-22 16:30:00       2024-08-22 17:22:00       SELL     TP           $242003648.09  
2024-08-22 17:45:00       2024-08-22 18:01:00       SELL     SL           $239583611.61  
2024-08-22 18:30:00       2024-08-22 18:31:00       SELL     TP           $244375283.84  
2024-08-22 18:45:00       2024-08-22 19:12:00       SELL     SL           $241931531.00  
2024-08-22 19:15:00       2024-08-23 02:53:00       SELL     SL           $239512215.69  
2024-08-23 05:45:00       2024-08-23 05:46:00       SELL     TP           $244302460.01  
2024-08-23 06:15:00       2024-08-23 06:16:00       SELL     TP           $249188509.21  
2024-08-23 06:30:00       2024-08-23 07:02:00       SELL     SL           $246696624.11  
2024-08-23 13:15:00       2024-08-23 13:16:00       BUY      TP           $251630556.60  
2024-08-23 16:30:00       2024-08-23 16:48:00       BUY      SL           $249114251.03  
2024-08-23 17:45:00       2024-08-23 19:44:00       BUY      SL           $246623108.52  
2024-08-26 14:15:00       2024-08-26 14:16:00       BUY      TP           $251555570.69  
2024-08-26 14:30:00       2024-08-26 16:47:00       BUY      SL           $249040014.98  
2024-08-26 17:00:00       2024-08-27 04:13:00       BUY      SL           $246549614.83  
2024-08-27 04:45:00       2024-08-27 08:47:00       SELL     SL           $244084118.68  
2024-08-27 09:00:00       2024-08-27 09:29:00       SELL     SL           $241643277.50  
2024-08-27 10:00:00       2024-08-27 10:36:00       SELL     TP           $246476143.05  
2024-08-27 11:15:00       2024-08-27 12:09:00       SELL     SL           $244011381.62  
2024-08-27 12:15:00       2024-08-27 16:20:00       SELL     TP           $248891609.25  
2024-08-27 17:00:00       2024-08-27 17:01:00       SELL     TP           $253869441.43  
2024-08-27 17:15:00       2024-08-27 18:23:00       SELL     SL           $251330747.02  
2024-08-28 05:30:00       2024-08-28 05:31:00       SELL     TP           $256357361.96  
2024-08-28 06:30:00       2024-08-28 06:31:00       SELL     TP           $261484509.20  
2024-08-28 06:45:00       2024-08-28 07:36:00       SELL     TP           $266714199.38  
2024-08-28 07:45:00       2024-08-28 07:55:00       SELL     TP           $272048483.37  
2024-08-28 09:45:00       2024-08-28 09:46:00       SELL     TP           $277489453.04  
2024-08-28 10:00:00       2024-08-28 13:45:00       SELL     TP           $283039242.10  
2024-08-28 15:45:00       2024-08-28 15:46:00       SELL     TP           $288700026.94  
2024-08-28 16:00:00       2024-08-28 16:01:00       SELL     TP           $294474027.48  
2024-08-28 16:15:00       2024-08-28 16:16:00       SELL     TP           $300363508.03  
2024-08-28 16:30:00       2024-08-29 03:16:00       SELL     SL           $297359872.95  
2024-08-29 10:30:00       2024-08-29 10:55:00       BUY      TP           $303307070.41  
2024-08-29 12:45:00       2024-08-29 12:46:00       SELL     TP           $309373211.82  
2024-08-29 13:00:00       2024-08-29 13:08:00       SELL     TP           $315560676.05  
2024-08-29 13:45:00       2024-08-29 14:55:00       SELL     TP           $321871889.57  
2024-08-29 15:00:00       2024-08-29 15:31:00       SELL     TP           $328309327.37  
2024-08-29 16:00:00       2024-08-29 16:53:00       BUY      TP           $334875513.91  
2024-08-29 19:00:00       2024-08-30 04:06:00       BUY      SL           $331526758.77  
2024-08-30 05:15:00       2024-08-30 05:37:00       SELL     SL           $328211491.19  
2024-08-30 05:45:00       2024-08-30 06:39:00       SELL     TP           $334775721.01  
2024-08-30 06:45:00       2024-08-30 07:11:00       SELL     SL           $331427963.80  
2024-08-30 07:15:00       2024-08-30 07:16:00       SELL     TP           $338056523.08  
2024-08-30 07:30:00       2024-08-30 08:32:00       SELL     SL           $334675957.85  
2024-08-30 12:00:00       2024-08-30 12:01:00       SELL     TP           $341369477.00  
2024-08-30 13:00:00       2024-08-30 16:09:00       SELL     TP           $348196866.54  
2024-08-30 16:15:00       2024-08-30 16:42:00       SELL     SL           $344714897.88  
2024-08-30 16:45:00       2024-08-30 18:05:00       SELL     TP           $351609195.83  
2024-08-30 18:15:00       2024-08-30 19:37:00       SELL     TP           $358641379.75  
2024-08-30 19:45:00       2024-08-30 21:08:00       SELL     SL           $355054965.95  
2024-09-02 11:15:00       2024-09-02 11:44:00       BUY      TP           $362156065.27  
2024-09-02 11:45:00       2024-09-02 12:11:00       SELL     TP           $369399186.58  
2024-09-03 09:00:00       2024-09-03 10:19:00       BUY      TP           $376787170.31  
2024-09-03 12:00:00       2024-09-03 12:48:00       SELL     TP           $384322913.72  
2024-09-03 13:00:00       2024-09-03 13:23:00       SELL     TP           $392009371.99  
2024-09-03 13:45:00       2024-09-03 13:46:00       SELL     TP           $399849559.43  
2024-09-03 14:00:00       2024-09-03 14:01:00       SELL     TP           $407846550.62  
2024-09-03 14:15:00       2024-09-03 16:41:00       SELL     TP           $416003481.63  
2024-09-03 18:45:00       2024-09-03 18:46:00       SELL     TP           $424323551.26  
2024-09-03 19:00:00       2024-09-03 19:05:00       SELL     TP           $432810022.29  
2024-09-04 09:15:00       2024-09-04 10:47:00       SELL     TP           $441466222.73  
2024-09-04 11:00:00       2024-09-04 11:54:00       SELL     TP           $450295547.19  
2024-09-04 12:00:00       2024-09-04 12:53:00       BUY      TP           $459301458.13  
2024-09-04 14:00:00       2024-09-04 15:30:00       SELL     TP           $468487487.30  
2024-09-04 16:00:00       2024-09-04 16:47:00       BUY      SL           $463802612.42  
2024-09-04 17:30:00       2024-09-04 17:31:00       SELL     TP           $473078664.67  
2024-09-05 12:00:00       2024-09-05 12:08:00       SELL     TP           $482540237.97  
2024-09-05 12:30:00       2024-09-05 13:02:00       SELL     TP           $492191042.72  
2024-09-05 14:00:00       2024-09-05 15:15:00       SELL     SL           $487269132.30  
2024-09-05 15:30:00       2024-09-05 15:31:00       SELL     TP           $497014514.94  
2024-09-05 16:15:00       2024-09-05 16:16:00       SELL     TP           $506954805.24  
2024-09-05 16:30:00       2024-09-05 17:02:00       SELL     TP           $517093901.35  
2024-09-05 17:15:00       2024-09-05 17:59:00       SELL     TP           $527435779.37  
2024-09-06 05:45:00       2024-09-06 06:57:00       SELL     SL           $522161421.58  
2024-09-06 09:15:00       2024-09-06 09:38:00       SELL     TP           $532604650.01  
2024-09-06 10:00:00       2024-09-06 10:59:00       SELL     TP           $543256743.01  
2024-09-06 15:00:00       2024-09-06 15:01:00       BUY      TP           $554121877.87  
2024-09-06 15:15:00       2024-09-06 15:30:00       BUY      SL           $548580659.09  
2024-09-06 16:00:00       2024-09-06 19:05:00       SELL     TP           $559552272.28  
2024-09-06 19:15:00       2024-09-06 19:41:00       SELL     TP           $570743317.72  
2024-09-06 19:45:00       2024-09-06 19:47:00       SELL     TP           $582158184.08  
2024-09-09 08:45:00       2024-09-09 08:46:00       BUY      TP           $593801347.76  
2024-09-09 09:15:00       2024-09-09 09:16:00       BUY      TP           $605677374.71  
2024-09-09 09:30:00       2024-09-09 09:31:00       SELL     TP           $617790922.21  
2024-09-09 12:00:00       2024-09-09 15:31:00       BUY      TP           $630146740.65  
2024-09-09 16:00:00       2024-09-09 16:01:00       SELL     TP           $642749675.46  
2024-09-09 16:45:00       2024-09-09 16:46:00       BUY      TP           $655604668.97  
2024-09-09 17:00:00       2024-09-09 17:22:00       BUY      SL           $649048622.28  
2024-09-09 17:30:00       2024-09-09 17:31:00       BUY      TP           $662029594.73  
2024-09-09 17:45:00       2024-09-09 20:35:00       BUY      TP           $675270186.62  
2024-09-10 10:15:00       2024-09-10 10:36:00       SELL     SL           $668517484.76  
2024-09-10 12:00:00       2024-09-10 12:47:00       BUY      TP           $681887834.45  
2024-09-10 13:30:00       2024-09-10 13:59:00       BUY      SL           $675068956.11  
2024-09-10 14:15:00       2024-09-10 15:10:00       BUY      TP           $688570335.23  
2024-09-10 16:00:00       2024-09-10 16:50:00       SELL     TP           $702341741.93  
2024-09-10 17:00:00       2024-09-10 17:06:00       BUY      TP           $716388576.77  
2024-09-10 17:15:00       2024-09-10 17:16:00       BUY      TP           $730716348.31  
2024-09-10 17:30:00       2024-09-10 18:32:00       BUY      TP           $745330675.27  
2024-09-11 04:30:00       2024-09-11 04:48:00       SELL     SL           $737877368.52  
2024-09-11 10:00:00       2024-09-11 10:27:00       SELL     SL           $730498594.84  
2024-09-11 12:00:00       2024-09-11 13:05:00       SELL     TP           $745108566.73  
2024-09-11 13:15:00       2024-09-11 13:37:00       SELL     SL           $737657481.07  
2024-09-11 13:45:00       2024-09-11 14:35:00       SELL     SL           $730280906.26  
2024-09-11 15:15:00       2024-09-11 15:30:00       SELL     SL           $722978097.19  
2024-09-11 17:00:00       2024-09-11 18:13:00       BUY      TP           $737437659.14  
2024-09-11 18:45:00       2024-09-11 18:46:00       SELL     TP           $752186412.32  
2024-09-11 19:30:00       2024-09-11 19:31:00       SELL     TP           $767230140.57  
2024-09-12 12:00:00       2024-09-12 13:45:00       BUY      SL           $759557839.16  
2024-09-12 14:00:00       2024-09-12 15:19:00       BUY      TP           $774748995.94  
2024-09-13 18:00:00       2024-09-13 18:22:00       BUY      TP           $790243975.86  
2024-09-13 18:30:00       2024-09-13 19:06:00       BUY      TP           $806048855.38  
2024-09-13 19:30:00       2024-09-13 19:31:00       BUY      TP           $822169832.49  
2024-09-16 10:00:00       2024-09-16 10:01:00       BUY      TP           $838613229.14  
2024-09-16 10:15:00       2024-09-16 11:15:00       BUY      TP           $855385493.72  
2024-09-16 13:30:00       2024-09-16 13:31:00       BUY      TP           $872493203.59  
2024-09-16 14:00:00       2024-09-16 16:17:00       BUY      TP           $889943067.67  
2024-09-16 16:30:00       2024-09-16 16:51:00       BUY      TP           $907741929.02  
2024-09-17 05:00:00       2024-09-17 05:01:00       SELL     TP           $925896767.60  
2024-09-17 05:15:00       2024-09-17 05:16:00       SELL     TP           $944414702.95  
2024-09-17 08:00:00       2024-09-17 08:39:00       BUY      TP           $963302997.01  
2024-09-17 09:15:00       2024-09-17 09:16:00       SELL     TP           $982569056.95  
2024-09-17 09:30:00       2024-09-17 09:46:00       SELL     SL           $972743366.38  
2024-09-17 14:00:00       2024-09-17 14:38:00       BUY      TP           $992198233.71  
2024-09-17 15:30:00       2024-09-17 18:29:00       BUY      SL           $982276251.37  
2024-09-17 20:00:00       2024-09-17 20:51:00       BUY      TP           $1001921776.40 
2024-09-18 12:00:00       2024-09-18 13:23:00       BUY      TP           $1021960211.93 
2024-09-18 17:15:00       2024-09-18 17:52:00       BUY      TP           $1042399416.17 
2024-09-18 20:00:00       2024-09-18 20:59:00       SELL     TP           $1063247404.49 
2024-09-18 21:00:00       2024-09-18 21:01:00       SELL     TP           $1084512352.58 
2024-09-18 21:15:00       2024-09-18 21:33:00       SELL     SL           $1073667229.05 
2024-09-18 21:45:00       2024-09-18 22:48:00       SELL     TP           $1095140573.63 
2024-09-18 23:15:00       2024-09-19 04:06:00       SELL     TP           $1117043385.11 
2024-09-19 12:15:00       2024-09-19 12:16:00       SELL     TP           $1139384252.81 
2024-09-19 12:30:00       2024-09-19 13:17:00       SELL     TP           $1162171937.86 
2024-09-19 15:45:00       2024-09-19 16:50:00       BUY      SL           $1150550218.49 
2024-09-19 17:00:00       2024-09-19 17:25:00       BUY      TP           $1173561222.86 
2024-09-19 18:00:00       2024-09-19 18:46:00       BUY      TP           $1197032447.31 
2024-09-20 16:30:00       2024-09-20 16:31:00       BUY      TP           $1220973096.26 
2024-09-23 10:45:00       2024-09-23 11:10:00       BUY      TP           $1245392558.18 
2024-09-23 16:45:00       2024-09-23 18:07:00       SELL     TP           $1270300409.35 
2024-09-24 08:00:00       2024-09-24 08:15:00       SELL     SL           $1257597405.25 
2024-09-24 15:00:00       2024-09-24 15:57:00       BUY      TP           $1282749353.36 
2024-09-24 17:00:00       2024-09-24 17:44:00       BUY      TP           $1308404340.43 
2024-09-24 18:00:00       2024-09-24 18:27:00       SELL     SL           $1295320297.02 
2024-09-25 17:00:00       2024-09-25 19:20:00       SELL     TP           $1321226702.96 
2024-09-26 05:15:00       2024-09-26 05:16:00       SELL     TP           $1347651237.02 
2024-09-26 10:00:00       2024-09-26 10:01:00       BUY      TP           $1374604261.76 
2024-09-26 15:30:00       2024-09-26 16:11:00       BUY      SL           $1360858219.14 
2024-09-27 08:30:00       2024-09-27 08:31:00       BUY      TP           $1388075383.53 
2024-09-27 12:00:00       2024-09-27 12:03:00       BUY      TP           $1415836891.20 
2024-09-27 12:15:00       2024-09-27 12:47:00       BUY      TP           $1444153629.02 
2024-09-27 16:00:00       2024-09-27 16:46:00       SELL     TP           $1473036701.60 
2024-09-27 17:00:00       2024-09-27 17:58:00       SELL     TP           $1502497435.63 
2024-09-27 18:15:00       2024-09-27 18:16:00       SELL     TP           $1532547384.35 
2024-09-27 19:15:00       2024-09-27 19:35:00       SELL     SL           $1517221910.50 
2024-09-27 19:45:00       2024-09-27 20:28:00       SELL     TP           $1547566348.71 
2024-09-30 11:30:00       2024-09-30 12:18:00       SELL     TP           $1578517675.69 
2024-09-30 12:30:00       2024-09-30 13:05:00       SELL     TP           $1610088029.20 
2024-09-30 13:15:00       2024-09-30 13:52:00       SELL     TP           $1642289789.79 
2024-09-30 15:00:00       2024-09-30 15:18:00       SELL     TP           $1675135585.58 
2024-09-30 15:45:00       2024-09-30 15:46:00       SELL     TP           $1708638297.29 
2024-09-30 16:00:00       2024-09-30 16:47:00       SELL     TP           $1742811063.24 
2024-09-30 17:30:00       2024-09-30 17:48:00       SELL     SL           $1725382952.61 
2024-09-30 18:00:00       2024-09-30 18:07:00       SELL     TP           $1759890611.66 
2024-09-30 18:45:00       2024-09-30 19:15:00       SELL     SL           $1742291705.54 
2024-09-30 21:30:00       2024-09-30 21:31:00       SELL     TP           $1777137539.65 
2024-10-01 09:15:00       2024-10-01 10:19:00       SELL     TP           $1812680290.45 
2024-10-01 10:45:00       2024-10-01 12:16:00       SELL     SL           $1794553487.54 
2024-10-01 13:00:00       2024-10-01 13:27:00       SELL     SL           $1776607952.67 
2024-10-01 15:00:00       2024-10-01 15:01:00       SELL     TP           $1812140111.72 
2024-10-01 15:15:00       2024-10-01 15:39:00       SELL     TP           $1848382913.95 
2024-10-01 16:00:00       2024-10-01 16:32:00       BUY      TP           $1885350572.23 
2024-10-01 18:30:00       2024-10-01 18:31:00       BUY      TP           $1923057583.68 
2024-10-02 09:45:00       2024-10-02 10:01:00       SELL     SL           $1903827007.84 
2024-10-02 10:15:00       2024-10-02 10:31:00       SELL     SL           $1884788737.76 
2024-10-02 10:45:00       2024-10-02 10:46:00       SELL     TP           $1922484512.52 
2024-10-02 11:15:00       2024-10-02 11:16:00       SELL     TP           $1960934202.77 
2024-10-02 11:30:00       2024-10-02 12:27:00       SELL     SL           $1941324860.74 
2024-10-02 12:30:00       2024-10-02 15:28:00       SELL     TP           $1980151357.96 
2024-10-02 15:30:00       2024-10-02 16:06:00       SELL     SL           $1960349844.38 
2024-10-02 16:15:00       2024-10-02 16:16:00       SELL     TP           $1999556841.26 
2024-10-02 16:30:00       2024-10-02 16:50:00       SELL     SL           $1979561272.85 
2024-10-02 17:00:00       2024-10-02 17:48:00       SELL     TP           $2019152498.31 
2024-10-02 18:30:00       2024-10-02 19:02:00       SELL     SL           $1998960973.32 
2024-10-02 19:15:00       2024-10-02 21:01:00       SELL     SL           $1978971363.59 
2024-10-03 05:30:00       2024-10-03 08:23:00       SELL     TP           $2018550790.86 
2024-10-03 09:00:00       2024-10-03 09:04:00       SELL     TP           $2058921806.68 
2024-10-03 09:15:00       2024-10-03 09:45:00       SELL     SL           $2038332588.61 
2024-10-03 10:00:00       2024-10-03 10:30:00       SELL     TP           $2079099240.39 
2024-10-03 11:30:00       2024-10-03 11:31:00       SELL     TP           $2120681225.19 
2024-10-03 11:45:00       2024-10-03 12:06:00       SELL     TP           $2163094849.70 
2024-10-03 12:30:00       2024-10-03 12:31:00       SELL     TP           $2206356746.69 
2024-10-03 12:45:00       2024-10-03 14:49:00       SELL     SL           $2184293179.22 
2024-10-03 15:15:00       2024-10-03 15:30:00       SELL     SL           $2162450247.43 
2024-10-03 15:45:00       2024-10-03 16:19:00       SELL     SL           $2140825744.96 
2024-10-03 17:15:00       2024-10-03 19:37:00       BUY      TP           $2183642259.86 
2024-10-03 20:00:00       2024-10-03 20:44:00       SELL     TP           $2227315105.05 
2024-10-04 08:00:00       2024-10-04 08:19:00       SELL     SL           $2205041954.00 
2024-10-04 09:15:00       2024-10-04 10:01:00       SELL     TP           $2249142793.08 
2024-10-04 11:00:00       2024-10-04 11:04:00       SELL     TP           $2294125648.95 
2024-10-04 12:00:00       2024-10-04 13:46:00       SELL     SL           $2271184392.46 
2024-10-04 15:00:00       2024-10-04 15:30:00       SELL     TP           $2316608080.31 
2024-10-04 15:45:00       2024-10-04 16:09:00       SELL     SL           $2293441999.50 
2024-10-04 16:15:00       2024-10-04 17:44:00       SELL     SL           $2270507579.51 
2024-10-04 17:45:00       2024-10-04 18:03:00       SELL     SL           $2247802503.71 
2024-10-04 18:15:00       2024-10-07 07:17:00       SELL     TIMEOUT_SL   $2225324478.68 
2024-10-07 10:00:00       2024-10-07 10:35:00       BUY      TP           $2269830968.25 
2024-10-07 10:45:00       2024-10-07 10:46:00       SELL     TP           $2315227587.61 
2024-10-07 11:00:00       2024-10-07 12:57:00       SELL     SL           $2292075311.74 
2024-10-07 13:00:00       2024-10-07 14:08:00       SELL     SL           $2269154558.62 
2024-10-07 15:15:00       2024-10-08 04:15:00       SELL     TIMEOUT_SL   $2246463013.03 
2024-10-08 04:30:00       2024-10-08 04:57:00       BUY      TP           $2291392273.29 
2024-10-08 06:30:00       2024-10-08 06:31:00       SELL     TP           $2337220118.76 
2024-10-08 11:00:00       2024-10-08 11:03:00       BUY      TP           $2383964521.14 
2024-10-08 12:00:00       2024-10-08 12:33:00       BUY      TP           $2431643811.56 
2024-10-08 13:45:00       2024-10-08 13:46:00       SELL     TP           $2480276687.79 
2024-10-08 16:00:00       2024-10-08 17:20:00       SELL     TP           $2529882221.55 
2024-10-08 17:30:00       2024-10-08 18:02:00       SELL     TP           $2580479865.98 
2024-10-08 19:00:00       2024-10-08 19:04:00       SELL     TP           $2632089463.30 
2024-10-09 08:15:00       2024-10-09 08:20:00       SELL     TP           $2684731252.56 
2024-10-09 16:00:00       2024-10-10 05:00:00       SELL     TIMEOUT_SL   $2657883940.04 
2024-10-10 05:30:00       2024-10-10 05:31:00       SELL     TP           $2711041618.84 
2024-10-10 05:45:00       2024-10-10 05:50:00       SELL     TP           $2765262451.21 
2024-10-10 06:00:00       2024-10-10 10:05:00       SELL     TP           $2820567700.24 
2024-10-10 10:45:00       2024-10-10 11:01:00       SELL     TP           $2876979054.24 
2024-10-10 12:00:00       2024-10-10 12:36:00       BUY      TP           $2934518635.33 
2024-10-10 14:30:00       2024-10-10 15:30:00       BUY      TP           $2993209008.03 
2024-10-10 16:15:00       2024-10-10 16:16:00       BUY      TP           $3053073188.19 
2024-10-10 16:30:00       2024-10-10 16:40:00       BUY      TP           $3114134651.96 
2024-10-10 19:00:00       2024-10-10 19:01:00       SELL     TP           $3176417345.00 
2024-10-10 19:15:00       2024-10-10 19:46:00       SELL     TP           $3239945691.90 
2024-10-10 20:00:00       2024-10-10 20:31:00       BUY      TP           $3304744605.74 
2024-10-11 10:30:00       2024-10-11 10:31:00       SELL     TP           $3370839497.85 
2024-10-11 10:45:00       2024-10-11 10:46:00       SELL     TP           $3438256287.81 
2024-10-11 12:15:00       2024-10-11 12:16:00       BUY      TP           $3507021413.56 
2024-10-11 13:00:00       2024-10-11 13:02:00       BUY      TP           $3577161841.83 
2024-10-14 01:00:00       2024-10-14 04:00:00       BUY      SL           $3541390223.42 
2024-10-14 05:00:00       2024-10-14 05:41:00       BUY      TP           $3612218027.88 
2024-10-14 05:45:00       2024-10-14 05:46:00       SELL     TP           $3684462388.44 
2024-10-14 06:00:00       2024-10-14 06:07:00       SELL     TP           $3758151636.21 
2024-10-14 06:30:00       2024-10-14 06:51:00       SELL     TP           $3833314668.94 
2024-10-14 09:15:00       2024-10-14 09:16:00       SELL     TP           $3909980962.31 
2024-10-14 09:30:00       2024-10-14 12:37:00       SELL     TP           $3988180581.56 
2024-10-14 13:00:00       2024-10-14 14:18:00       SELL     TP           $4067944193.19 
2024-10-14 16:15:00       2024-10-14 16:16:00       SELL     TP           $4149303077.06 
2024-10-14 16:30:00       2024-10-14 16:31:00       SELL     TP           $4232289138.60 
2024-10-14 16:45:00       2024-10-15 05:45:00       SELL     TIMEOUT_SL   $4189966247.21 
2024-10-15 06:00:00       2024-10-15 08:10:00       SELL     TP           $4273765572.16 
2024-10-15 08:15:00       2024-10-15 08:16:00       BUY      TP           $4359240883.60 
2024-10-15 08:30:00       2024-10-15 09:33:00       BUY      TP           $4446425701.27 
2024-10-15 12:30:00       2024-10-15 12:54:00       SELL     SL           $4401961444.26 
2024-10-15 13:00:00       2024-10-15 13:27:00       SELL     SL           $4357941829.81 
2024-10-15 13:30:00       2024-10-15 14:53:00       SELL     TP           $4445100666.41 
2024-10-15 15:00:00       2024-10-15 15:01:00       SELL     TP           $4534002679.74 
2024-10-15 15:15:00       2024-10-15 15:32:00       SELL     SL           $4488662652.94 
2024-10-15 17:00:00       2024-10-16 05:11:00       BUY      TP           $4578435906.00 
2024-10-16 13:15:00       2024-10-16 13:16:00       BUY      TP           $4670004624.12 
2024-10-16 16:00:00       2024-10-16 16:39:00       SELL     SL           $4623304577.88 
2024-10-16 19:15:00       2024-10-16 19:16:00       BUY      TP           $4715770669.44 
2024-10-17 06:00:00       2024-10-17 06:46:00       SELL     TP           $4810086082.83 
2024-10-17 12:15:00       2024-10-17 12:16:00       BUY      TP           $4906287804.48 
2024-10-17 14:00:00       2024-10-17 14:56:00       SELL     TP           $5004413560.57 
2024-10-17 15:15:00       2024-10-17 15:30:00       BUY      SL           $4954369424.97 
2024-10-17 16:00:00       2024-10-17 17:36:00       BUY      TP           $5053456813.47 
2024-10-17 19:15:00       2024-10-17 19:16:00       BUY      TP           $5154525949.74 
2024-10-18 09:15:00       2024-10-18 09:16:00       BUY      TP           $5257616468.73 
2024-10-18 10:45:00       2024-10-18 10:46:00       BUY      TP           $5362768798.10 
2024-10-18 11:15:00       2024-10-18 11:37:00       BUY      SL           $5309141110.12 
2024-10-18 16:00:00       2024-10-18 16:01:00       BUY      TP           $5415323932.33 
2024-10-18 16:15:00       2024-10-18 16:40:00       BUY      TP           $5523630410.97 
2024-10-21 05:00:00       2024-10-21 05:27:00       BUY      TP           $5634103019.19 
2024-10-21 05:30:00       2024-10-21 05:31:00       BUY      TP           $5746785079.58 
2024-10-21 13:00:00       2024-10-21 13:01:00       BUY      TP           $5861720781.17 
2024-10-21 13:15:00       2024-10-21 13:16:00       BUY      TP           $5978955196.79 
2024-10-21 13:30:00       2024-10-21 14:00:00       BUY      TP           $6098534300.73 
2024-10-21 15:00:00       2024-10-21 15:36:00       BUY      TP           $6220504986.74 
2024-10-21 17:00:00       2024-10-21 17:37:00       SELL     TP           $6344915086.48 
2024-10-21 18:00:00       2024-10-21 18:01:00       BUY      TP           $6471813388.21 
2024-10-21 18:45:00       2024-10-21 18:46:00       BUY      TP           $6601249655.97 
2024-10-21 19:00:00       2024-10-21 19:22:00       BUY      SL           $6535237159.41 
