--- TRADE SIMULATION RESULTS (M1 VERIFIED) ---
Period: 2024-01-01 to Present
Initial Equity: $1000.00
Threshold: 95.0%
Risk per trade: 1.0%
-------------------------------------------------------------------------------------
Entry Time                Exit Time                 Type     Status       Equity         
2024-01-12 16:00:00       2024-01-12 16:32:00       SELL     SL           $1937.60       
2024-01-12 16:45:00       2024-01-12 19:15:00       SELL     TP           $1976.35       
2024-01-15 04:45:00       2024-01-15 04:46:00       SELL     TP           $2015.88       
2024-01-15 10:00:00       2024-01-15 10:01:00       SELL     TP           $2056.20       
2024-01-15 10:15:00       2024-01-15 10:39:00       SELL     SL           $2035.64       
2024-01-15 11:00:00       2024-01-15 11:01:00       SELL     TP           $2076.35       
2024-01-16 05:00:00       2024-01-16 07:24:00       SELL     TP           $2117.88       
2024-01-16 09:00:00       2024-01-16 10:34:00       SELL     TP           $2160.23       
2024-01-16 12:00:00       2024-01-16 14:11:00       SELL     TP           $2203.44       
2024-01-16 15:30:00       2024-01-16 15:31:00       SELL     TP           $2247.51       
2024-01-16 15:45:00       2024-01-16 20:12:00       SELL     TP           $2292.46       
2024-01-17 09:45:00       2024-01-17 09:47:00       SELL     TP           $2338.31       
2024-01-17 14:30:00       2024-01-17 14:58:00       SELL     SL           $2314.92       
2024-01-17 16:00:00       2024-01-17 17:00:00       SELL     TP           $2361.22       
2024-01-18 08:45:00       2024-01-18 08:48:00       SELL     TP           $2408.45       
2024-01-18 09:00:00       2024-01-18 10:10:00       SELL     TP           $2456.61       
2024-01-18 14:00:00       2024-01-18 14:18:00       SELL     SL           $2432.05       
2024-01-18 14:30:00       2024-01-18 15:30:00       SELL     TP           $2480.69       
2024-01-18 16:00:00       2024-01-18 18:28:00       BUY      TP           $2530.30       
2024-01-19 10:15:00       2024-01-19 10:16:00       BUY      TP           $2580.91       
2024-01-19 16:00:00       2024-01-19 16:39:00       SELL     TP           $2632.53       
2024-01-19 17:00:00       2024-01-19 17:01:00       BUY      TP           $2685.18       
2024-01-19 19:00:00       2024-01-19 19:25:00       BUY      TP           $2738.88       
2024-01-22 08:15:00       2024-01-22 08:16:00       SELL     TP           $2793.66       
2024-01-22 08:30:00       2024-01-22 10:26:00       SELL     SL           $2765.72       
2024-01-22 10:30:00       2024-01-22 13:39:00       SELL     SL           $2738.07       
2024-01-22 15:00:00       2024-01-22 16:44:00       SELL     TP           $2792.83       
2024-01-22 16:45:00       2024-01-22 17:13:00       SELL     SL           $2764.90       
2024-01-22 17:15:00       2024-01-22 17:19:00       SELL     TP           $2820.20       
2024-01-22 17:30:00       2024-01-22 20:28:00       SELL     TP           $2876.60       
2024-01-23 05:00:00       2024-01-23 05:18:00       BUY      TP           $2934.13       
2024-01-23 05:30:00       2024-01-23 07:09:00       BUY      TP           $2992.81       
2024-01-23 08:45:00       2024-01-23 08:46:00       SELL     TP           $3052.67       
2024-01-23 09:00:00       2024-01-23 13:00:00       SELL     TP           $3113.72       
2024-01-23 15:15:00       2024-01-23 15:56:00       SELL     TP           $3176.00       
2024-01-24 09:00:00       2024-01-24 10:02:00       BUY      TP           $3239.52       
2024-01-24 12:00:00       2024-01-24 12:28:00       BUY      SL           $3207.12       
2024-01-24 12:30:00       2024-01-24 12:55:00       BUY      TP           $3271.27       
2024-01-24 13:00:00       2024-01-24 15:06:00       BUY      TP           $3336.69       
2024-01-24 15:30:00       2024-01-24 15:31:00       BUY      TP           $3403.43       
2024-01-24 16:00:00       2024-01-24 16:39:00       SELL     TP           $3471.49       
